traj,pulso,t,lat,lon,p_hPa,theta_K,AOD
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-29 00:00:00,-13.141418176038993,-49.74509692930187,969.8134914993842,304.13663492073425,0.010245023402568703
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-28 18:00:00,-13.010604030861973,-49.44046288747397,1000.0,304.13663492073425,0.010854218060250411
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-28 12:00:00,-12.823976356760591,-48.82950609923166,975.7390734750344,304.13663492073425,0.014548915639801145
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-28 06:00:00,-12.880447160909277,-47.58549213982115,923.7052853300571,304.13663492073425,0.021196792497937926
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-28 00:00:00,-13.08090615354021,-47.1151803928185,981.7565288457246,304.13663492073425,0.02029592168759513
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-27 18:00:00,-13.220001061388976,-46.71571086389126,1000.0,304.13663492073425,0.020644808067967757
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-27 12:00:00,-13.362419387784971,-45.936507593203274,963.4036339728169,304.13663492073425,0.01711947355639497
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-27 06:00:00,-13.669565147497197,-43.77272308012628,845.1118797714886,304.13663492073425,0.034282747239971774
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-27 00:00:00,-14.57142750707359,-41.060179296610556,837.647540806012,304.13663492073425,0.03187004124455885
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-26 18:00:00,-15.848783050481927,-39.22184292027661,843.6382915983501,304.13663492073425,0.02722119565897732
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-26 12:00:00,-16.800121873167814,-37.88501121820571,846.6755886201532,304.13663492073425,0.023109076617602198
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-26 06:00:00,-17.405776476802224,-36.60655438349261,849.7628191182304,304.13663492073425,0.012783120661252877
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-26 00:00:00,-17.851449543892087,-35.61958515805346,856.2274807614081,304.13663492073425,0.013684681067249883
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-25 18:00:00,-17.92960138971388,-35.02167281198055,856.6632557237785,304.13663492073425,0.013711150686628036
1o_02-06mai_2024-05-05_-29.5_-52.0,1o_02-06mai,2024-04-25 12:00:00,-17.619972319009936,-34.31052244447943,859.4539345477883,304.13663492073425,
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-05 12:00:00,-30.5,-53.5,850.0,302.5285964905036,0.11581640442212422
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-05 06:00:00,-28.394567214067987,-56.26556312677384,865.4082569043467,302.5285964905036,0.10343833639659109
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-05 00:00:00,-25.592824561784354,-58.48904464359364,873.252814059641,302.5285964905036,0.11343320899640853
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-04 18:00:00,-22.338535403865883,-60.17857255436192,855.1283472812042,302.5285964905036,0.10261410726820282
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-04 12:00:00,-19.585471719849448,-60.99347186349077,858.1347369118361,302.5285964905036,0.09875822058096576
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-04 06:00:00,-17.801292206241094,-61.80682787083369,917.1430956582993,302.5285964905036,0.0687060058316748
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-04 00:00:00,-16.641172875956883,-62.31808720762845,948.7560273300014,302.5285964905036,0.05413618531657801
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-03 18:00:00,-16.420446552837845,-62.63579986614628,994.5974851801193,302.5285964905036,0.05194909351252444
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-03 12:00:00,-15.746765696745332,-63.10744018178379,943.9213563587188,302.5285964905036,0.045785436525722506
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-03 06:00:00,-15.053836892452185,-63.17096285476291,964.8646862915759,302.5285964905036,0.02101790663729242
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-03 00:00:00,-14.759593125480981,-63.04349201660403,987.7001548644583,302.5285964905036,0.016960475577944056
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-02 18:00:00,-14.539871368441545,-63.03208485721648,1000.0,302.5285964905036,0.020068432058289173
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-02 12:00:00,-13.809219384585242,-63.31534892916063,976.5364611941113,302.5285964905036,0.032560439287966446
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-02 06:00:00,-12.81907443787651,-63.51978667007478,958.0459385535405,302.5285964905036,0.07623275864489741
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-02 00:00:00,-12.530582604932109,-63.52208020401004,998.6298703753217,302.5285964905036,0.07029773053789398
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-01 18:00:00,-12.204854871979371,-63.528006641098415,1000.0,302.5285964905036,0.06534601724909253
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-01 12:00:00,-11.740523141026063,-63.503011787001306,982.534920671277,302.5285964905036,0.04422654201485873
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-01 06:00:00,-10.623652535574442,-63.19053382118206,945.5578196198219,302.5285964905036,0.05261748897186737
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-05-01 00:00:00,-10.0963731881479,-62.922629587171436,963.3927398860881,302.5285964905036,0.05294152058257954
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-30 18:00:00,-9.877286041596104,-62.913987576434515,1000.0,302.5285964905036,0.06349218583035773
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-30 12:00:00,-9.637466777561757,-62.74336281860884,972.9720565041911,302.5285964905036,0.07276291552550652
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-30 06:00:00,-9.277808154332877,-62.29620214015097,954.8782960830573,302.5285964905036,0.029752801343581135
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-30 00:00:00,-9.131685859816193,-62.04590143885645,984.6656935592057,302.5285964905036,0.02889128020648027
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-29 18:00:00,-9.05613439198968,-61.95361846795257,1000.0,302.5285964905036,0.02922704155557725
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-29 12:00:00,-8.969589695625038,-61.75104913634024,977.6457241772708,302.5285964905036,0.03281345132474659
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-29 06:00:00,-8.735688853618367,-61.31537398658159,949.2195445918894,302.5285964905036,0.07103309882780613
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-29 00:00:00,-8.805775388168785,-60.83283182649627,962.905312791376,302.5285964905036,0.05234560030799017
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-28 18:00:00,-8.863231396637499,-60.69397000936023,1000.0,302.5285964905036,0.05809861748200278
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-28 12:00:00,-8.736795839958429,-60.53091391411817,966.5522664245949,302.5285964905036,0.058155414434629044
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-28 06:00:00,-8.514638908291735,-60.22598472821946,941.9027295195868,302.5285964905036,0.08924383612106716
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-28 00:00:00,-8.547351229532698,-59.99030066760765,971.3874858021933,302.5285964905036,0.09065872676375243
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-27 18:00:00,-8.55236823355229,-59.885263269384744,1000.0,302.5285964905036,0.09043987825957797
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-27 12:00:00,-8.28504416633374,-59.79915859169655,950.2722280587451,302.5285964905036,0.09224310844525856
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-27 06:00:00,-7.9237329368055125,-59.40347153177419,923.9650393682808,302.5285964905036,0.08861102090157473
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-27 00:00:00,-7.7347123747142,-59.04838934072148,929.5000605214344,302.5285964905036,0.08312737120176882
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-26 18:00:00,-7.621040367536251,-58.81455802793727,941.2269159412501,302.5285964905036,0.07587501990566806
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-26 12:00:00,-7.47089673133521,-58.535706579595924,917.9542786287651,302.5285964905036,0.07730143893776595
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-26 06:00:00,-7.333398964268122,-58.084847549456896,909.1896125685607,302.5285964905036,0.0834837497788185
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-26 00:00:00,-7.214798898036402,-57.918562845396806,913.6062690628761,302.5285964905036,0.08075965550784751
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-25 18:00:00,-7.1391202021047455,-57.81784787397924,908.7700526947093,302.5285964905036,0.09733336666330429
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-25 12:00:00,-7.199668212766476,-57.28866313042254,905.5894012007583,302.5285964905036,0.12456342599926816
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-25 06:00:00,-7.520194081418706,-56.605174011583436,919.5628860342456,302.5285964905036,0.049915478323329716
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-25 00:00:00,-7.895587586046336,-56.343079146024465,944.5025138637714,302.5285964905036,0.039074654256292016
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-24 18:00:00,-7.949864881253558,-56.28517355337268,993.6851731545472,302.5285964905036,0.046251229810689735
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-24 12:00:00,-7.972860583939645,-56.02308414343482,968.0011660068845,302.5285964905036,0.04044776384156011
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-24 06:00:00,-7.892454359918197,-55.671960624902674,928.4507476119941,302.5285964905036,0.031197806436869313
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-24 00:00:00,-7.893591808960741,-55.18378378572399,923.0678189454694,302.5285964905036,0.026268398131815522
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-23 18:00:00,-7.816953937298327,-55.06548825113018,1000.0,302.5285964905036,0.030079087634750094
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-23 12:00:00,-7.7189844654348185,-54.67176211453815,979.8820767190642,302.5285964905036,0.026490293250800975
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-23 06:00:00,-7.629577953461218,-53.62969593396797,933.8760675072625,302.5285964905036,0.07083227611911239
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-23 00:00:00,-7.661452965347799,-52.84985357145671,940.1575709787816,302.5285964905036,0.06363883262660705
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-22 18:00:00,-7.599338765815895,-52.42762036263404,945.0293599875895,302.5285964905036,0.06862604432866523
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-22 12:00:00,-7.459616123120904,-51.84746494985985,922.3207897389507,302.5285964905036,0.11410441955498425
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-22 06:00:00,-7.498860998085322,-50.888726183666506,892.5445626931121,302.5285964905036,0.10480377666809422
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-22 00:00:00,-7.642651014211668,-50.14643723823051,909.5359173603516,302.5285964905036,0.0992960980038899
1o_02-06mai_2024-05-05_-30.5_-53.5,1o_02-06mai,2024-04-21 18:00:00,-7.797422649660742,-49.792344849851894,962.2085432078447,302.5285964905036,0.09456332458456004
