datetime,Jz_rms,absJz,nst,Kp_max,Dst_min,aod550_total,aod550_org,aod550_bc,aod550_fumaca
2024-02-26,11.015784066393794,7.807634827433249,9.442105263157895,3.0,-18.0,0.18002991,0.09403888,0.01000379,0.10404267
2024-02-27,50.19889662479293,34.21479374847787,9.063157894736841,4.333,-25.0,0.16034992,0.081311546,0.008468347,0.08977989
2024-02-28,12.123337233521191,7.919821762209993,9.147368421052631,2.0,-18.0,0.1418667,0.07155428,0.0077947853,0.07934907
2024-02-29,11.172677348362477,7.717306054892875,9.0,1.667,-4.0,0.1404014,0.07315771,0.008057576,0.08121529
2024-03-01,10.133424861708654,7.562768938688727,9.0,2.667,-22.0,0.14512661,0.078572765,0.008214943,0.08678771
2024-03-02,10.799455512876397,7.621448112634205,8.978947368421053,2.333,-12.0,0.13655128,0.074718215,0.0076776086,0.08239582
2024-03-03,8.779748364424579,6.329429138780396,9.336842105263157,6.333,,0.13126686,0.07243945,0.0072876,0.079727046
2024-03-04,5.652088051266025,3.906876139833719,8.51578947368421,4.0,-86.0,0.14953104,0.08456848,0.008165793,0.09273427
2024-03-05,9.490522249864366,5.754778728513139,7.842105263157895,2.667,-37.0,0.1497071,0.08446233,0.0084254155,0.092887744
2024-03-06,91.37921336143613,45.62666403051941,7.2,3.0,-32.0,0.13916358,0.07750012,0.0076775663,0.08517769
2024-03-07,9.770559595642155,5.891092466375599,8.0,3.667,-36.0,0.13715035,0.07322964,0.0065778308,0.07980747
2024-03-08,7.216080234725508,5.380922200190226,7.989473684210527,3.667,-25.0,0.141114,0.07134959,0.0058252313,0.07717482
2024-03-09,11.01941887638697,7.0974713696031335,7.421052631578948,4.0,-25.0,0.13721412,0.06878111,0.0054955576,0.07427667
2024-03-10,10.456837151448616,6.785017590983078,5.842105263157895,2.333,-17.0,0.13014443,0.06776354,0.0054533905,0.07321692
2024-03-11,13.313703381693934,8.61782894226966,7.842105263157895,2.0,-14.0,0.1172239,0.06238522,0.00531799,0.06770321
2024-03-12,5.848327924439854,3.6816259433436764,9.021052631578947,2.333,-12.0,0.117534205,0.0639697,0.0057459325,0.069715634
2024-03-13,27.432945409715234,10.815565526177046,8.76842105263158,3.333,-21.0,0.13384813,0.07446617,0.0068662725,0.08133244
